transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,unit_price,quantity_sold,quantity_returned,final_quantity,discount_percentage,revenue,branch_id,branch_name,branch_city,branch_region,employee_id,employee_name,employee_position,payment_method,customer_id,customer_name
151,2024-03-01,00:00:00,55,Vegetables,Frozen Foods,6.15,5,0,5,0.05,30.75,1,Downtown,New York,East,10,Lisa Hensley,Stocker,Gift Card,57.0,Rebecca Jackson
152,2024-01-05,00:00:00,64,Toothpaste,Personal Care,23.59,9,0,9,0.14,212.31,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Debit Card,315.0,Jose Schultz
153,2024-04-16,00:00:00,46,Candy,Snacks,8.32,3,0,3,0.02,24.96,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Debit Card,270.0,Robert Potter
154,2024-01-06,00:00:00,65,Deodorant,Personal Care,45.55,7,0,7,0.01,318.85,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Mobile Payment,,
155,2024-01-18,00:00:00,33,Soda,Beverages,12.28,6,0,6,0.13,73.68,1,Downtown,New York,East,12,David Garcia,Cashier,Cash,,
156,2024-03-31,00:00:00,43,Nuts,Snacks,43.39,9,0,9,0.13,390.51,2,Westside,Los Angeles,West,2,Megan Mcclain,Cashier,Mobile Payment,,
157,2024-01-17,00:00:00,62,Cleaning Supplies,Household,30.53,8,4,4,0.01,122.12,2,Westside,Los Angeles,West,5,Kevin Pacheco,Sales Associate,Credit Card,,
158,2024-04-11,00:00:00,41,Pretzels,Snacks,21.77,9,0,9,0.01,195.93,3,Northgate,Chicago,Midwest,17,Crystal Johnson,Stocker,Credit Card,442.0,Courtney Gonzalez
159,2024-02-01,00:00:00,7,Bread,Bakery,44.07,6,0,6,0.08,264.42,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Mobile Payment,,
160,2024-05-07,00:00:00,50,Corn,Canned Goods,22.62,8,0,8,0.16,180.96,3,Northgate,Chicago,Midwest,6,Melissa Peterson,Sales Associate,Debit Card,,
161,2024-02-16,00:00:00,55,Vegetables,Frozen Foods,6.34,9,0,9,0.02,57.06,1,Downtown,New York,East,14,Timothy Wong,Cashier,Debit Card,157.0,David Alvarez
162,2024-02-12,00:00:00,58,Paper Towels,Household,48.13,8,0,8,0.01,385.04,5,Eastville,Miami,Southeast,14,Timothy Wong,Cashier,Debit Card,223.0,Angel Perry
163,2024-04-13,00:00:00,36,Tea,Beverages,9.71,6,0,6,0.15,58.26,1,Downtown,New York,East,3,Allen Robinson,Manager,Credit Card,,
164,2024-01-09,00:00:00,19,Onions,Produce,36.04,3,0,3,0.16,108.12,5,Eastville,Miami,Southeast,15,Nicholas Martin,Sales Associate,Debit Card,487.0,Cheyenne Horton
165,2024-04-25,00:00:00,5,Cream,Dairy,29.93,6,0,6,0.15,179.58,5,Eastville,Miami,Southeast,5,Kevin Pacheco,Sales Associate,Gift Card,188.0,David Douglas Jr.
166,2024-03-04,00:00:00,51,Tomatoes,Canned Goods,38.86,2,1,1,0.1,38.86,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Mobile Payment,,
167,2024-04-24,00:00:00,16,Tomatoes,Produce,27.53,4,0,4,0.06,110.12,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Mobile Payment,70.0,Patricia Rodriguez
168,2024-04-23,00:00:00,10,Cookies,Bakery,24.77,2,0,2,0.19,49.54,4,Southcenter,Houston,South,6,Melissa Peterson,Sales Associate,Debit Card,364.0,Christopher Rubio
169,2024-03-15,00:00:00,9,Muffins,Bakery,4.94,5,0,5,0.14,24.7,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Credit Card,,
170,2024-02-21,00:00:00,66,Lotion,Personal Care,15.19,3,0,3,0.1,45.57,2,Westside,Los Angeles,West,4,Cristian Santos,Sales Associate,Debit Card,189.0,Amber Wright
171,2024-01-23,00:00:00,60,Detergent,Household,34.93,2,0,2,0.2,69.86,5,Eastville,Miami,Southeast,5,Kevin Pacheco,Sales Associate,Mobile Payment,394.0,Joyce Solis
172,2024-02-02,00:00:00,53,Pizza,Frozen Foods,31.3,6,0,6,0.09,187.8,5,Eastville,Miami,Southeast,3,Allen Robinson,Manager,Gift Card,450.0,Victoria Larson
173,2024-05-08,00:00:00,24,Lamb,Meat,31.85,1,0,1,0.1,31.85,2,Westside,Los Angeles,West,14,Timothy Wong,Cashier,Debit Card,166.0,Stephanie Salazar
174,2024-03-13,00:00:00,29,Cod,Seafood,10.23,2,0,2,0.13,20.46,3,Northgate,Chicago,Midwest,17,Crystal Johnson,Stocker,Gift Card,321.0,Kathy Rivas
175,2024-01-24,00:00:00,39,Wine,Beverages,11.51,9,0,9,0.12,103.59,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Gift Card,338.0,Stephanie Manning
176,2024-01-08,00:00:00,44,Crackers,Snacks,22.59,2,2,0,0.13,0.0,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Gift Card,328.0,David Wright
177,2024-03-15,00:00:00,4,Butter,Dairy,32.07,5,0,5,0.16,160.35,4,Southcenter,Houston,South,18,Daniel Hahn,Stocker,Mobile Payment,38.0,Pamela Boyd
178,2024-04-16,00:00:00,8,Bagels,Bakery,5.59,8,0,8,0.07,44.72,2,Westside,Los Angeles,West,15,Nicholas Martin,Sales Associate,Credit Card,368.0,Denise Jones
179,2024-02-03,00:00:00,41,Pretzels,Snacks,21.55,6,0,6,0.02,129.3,3,Northgate,Chicago,Midwest,13,Holly Wood,Cashier,Credit Card,137.0,Devon Flores
180,2024-01-25,00:00:00,58,Paper Towels,Household,44.73,1,0,1,0.08,44.73,2,Westside,Los Angeles,West,5,Kevin Pacheco,Sales Associate,Gift Card,493.0,Brenda Hall
181,2024-03-21,00:00:00,21,Beef,Meat,28.93,4,0,4,0.1,115.72,3,Northgate,Chicago,Midwest,19,Matthew Foster,Cashier,Gift Card,451.0,Michelle Brown
182,2024-01-24,00:00:00,40,Chips,Snacks,22.2,7,0,7,0.19,155.4,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Credit Card,25.0,Joshua Perry
183,2024-04-30,00:00:00,7,Bread,Bakery,39.76,5,0,5,0.17,198.8,3,Northgate,Chicago,Midwest,16,Margaret Hawkins DDS,Sales Associate,Mobile Payment,136.0,Jason Stein
184,2024-01-12,00:00:00,47,Soup,Canned Goods,35.43,7,0,7,0.11,248.01,4,Southcenter,Houston,South,12,David Garcia,Cashier,Debit Card,38.0,Melissa Gates
185,2024-05-20,00:00:00,50,Corn,Canned Goods,23.7,5,0,5,0.12,118.5,5,Eastville,Miami,Southeast,15,Nicholas Martin,Sales Associate,Gift Card,500.0,Jamie Smith
186,2024-03-27,00:00:00,13,Apples,Produce,4.13,9,0,9,0.15,37.17,4,Southcenter,Houston,South,12,David Garcia,Cashier,Credit Card,206.0,Paul Castaneda
187,2024-01-10,00:00:00,65,Deodorant,Personal Care,38.65,3,0,3,0.16,115.95,1,Downtown,New York,East,2,Megan Mcclain,Cashier,Gift Card,311.0,Jennifer Adkins
188,2024-03-22,00:00:00,66,Lotion,Personal Care,14.85,3,0,3,0.12,44.55,2,Westside,Los Angeles,West,11,Amber Perez,Assistant Manager,Debit Card,260.0,Lindsey Walker
189,2024-05-24,00:00:00,66,Lotion,Personal Care,16.88,5,0,5,0.0,84.4,5,Eastville,Miami,Southeast,16,Margaret Hawkins DDS,Sales Associate,Debit Card,214.0,Jeffrey Johnson
190,2024-05-01,00:00:00,40,Chips,Snacks,23.02,5,0,5,0.16,115.1,1,Downtown,New York,East,20,Derek Wright,Stocker,Gift Card,370.0,Michael Powell
191,2024-02-13,00:00:00,7,Bread,Bakery,42.15,9,0,9,0.12,379.35,5,Eastville,Miami,Southeast,16,Margaret Hawkins DDS,Sales Associate,Mobile Payment,349.0,John Anderson
192,2024-01-29,00:00:00,32,Water,Beverages,37.21,4,3,1,0.08,37.21,1,Downtown,New York,East,19,Matthew Foster,Cashier,Mobile Payment,211.0,Alyssa Long
193,2024-01-16,00:00:00,65,Deodorant,Personal Care,40.95,3,0,3,0.11,122.85,5,Eastville,Miami,Southeast,16,Margaret Hawkins DDS,Sales Associate,Mobile Payment,161.0,Alyssa Day
194,2024-03-28,00:00:00,23,Turkey,Meat,9.58,9,0,9,0.15,86.22,4,Southcenter,Houston,South,18,Daniel Hahn,Stocker,Debit Card,99.0,Joel Williams
195,2024-03-17,00:00:00,32,Water,Beverages,32.36,4,0,4,0.2,129.44,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Debit Card,,
196,2024-03-30,00:00:00,63,Shampoo,Personal Care,16.23,9,0,9,0.16,146.07,3,Northgate,Chicago,Midwest,16,Margaret Hawkins DDS,Sales Associate,Debit Card,294.0,Daniel Murphy
197,2024-02-07,00:00:00,49,Tuna,Canned Goods,18.32,5,1,4,0.07,73.28,4,Southcenter,Houston,South,12,David Garcia,Cashier,Mobile Payment,383.0,Jamie Walton
198,2024-05-17,00:00:00,62,Cleaning Supplies,Household,26.52,5,0,5,0.14,132.6,2,Westside,Los Angeles,West,7,Gabrielle Davis,Cashier,Credit Card,380.0,Darlene Miller
199,2024-05-15,00:00:00,31,Mussels,Seafood,12.1,4,0,4,0.01,48.4,2,Westside,Los Angeles,West,2,Megan Mcclain,Cashier,Mobile Payment,242.0,Joshua Cooke
200,2024-05-20,00:00:00,13,Apples,Produce,3.94,3,0,3,0.19,11.82,2,Westside,Los Angeles,West,1,Allison Hill,Cashier,Mobile Payment,103.0,Matthew Harrington
201,2024-01-16,00:00:00,37,Energy Drinks,Beverages,19.37,2,0,2,0.05,38.74,3,Northgate,Chicago,Midwest,10,Lisa Hensley,Stocker,Cash,,
202,2024-01-10,00:00:00,23,Turkey,Meat,10.82,7,0,7,0.04,75.74,4,Southcenter,Houston,South,6,Melissa Peterson,Sales Associate,Debit Card,,
203,2024-01-28,00:00:00,2,Cheese,Dairy,17.25,6,0,6,0.2,103.5,3,Northgate,Chicago,Midwest,19,Matthew Foster,Cashier,Gift Card,456.0,Nicole Herring
204,2024-03-10,00:00:00,18,Potatoes,Produce,36.16,4,0,4,0.07,144.64,5,Eastville,Miami,Southeast,15,Nicholas Martin,Sales Associate,Mobile Payment,368.0,Alex Hernandez
205,2024-03-16,00:00:00,24,Lamb,Meat,33.97,10,0,10,0.04,339.7,1,Downtown,New York,East,11,Amber Perez,Assistant Manager,Gift Card,,
206,2024-03-24,00:00:00,52,Fruit,Canned Goods,33.64,2,0,2,0.02,67.28,4,Southcenter,Houston,South,17,Crystal Johnson,Stocker,Credit Card,480.0,Michael Elliott
207,2024-04-08,00:00:00,32,Water,Beverages,38.43,4,0,4,0.05,153.72,1,Downtown,New York,East,9,Valerie Gray,Cashier,Debit Card,371.0,Michael Wang
208,2024-03-01,00:00:00,2,Cheese,Dairy,19.62,1,0,1,0.09,19.62,3,Northgate,Chicago,Midwest,12,David Garcia,Cashier,Credit Card,258.0,Lawrence Adkins
209,2024-04-04,00:00:00,40,Chips,Snacks,22.2,10,0,10,0.19,222.0,1,Downtown,New York,East,10,Lisa Hensley,Stocker,Mobile Payment,383.0,Robert Oconnell
210,2024-04-30,00:00:00,48,Beans,Canned Goods,25.08,9,0,9,0.17,225.72,4,Southcenter,Houston,South,18,Daniel Hahn,Stocker,Credit Card,306.0,Alexander Collins
211,2024-05-15,00:00:00,11,Cake,Bakery,32.72,6,0,6,0.11,196.32,5,Eastville,Miami,Southeast,15,Nicholas Martin,Sales Associate,Cash,,
212,2024-05-17,00:00:00,65,Deodorant,Personal Care,38.19,3,0,3,0.17,114.57,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Mobile Payment,106.0,Tina Sanders
213,2024-04-24,00:00:00,63,Shampoo,Personal Care,17.39,1,0,1,0.1,17.39,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Mobile Payment,287.0,Angela Vaughn
214,2024-04-11,00:00:00,60,Detergent,Household,37.11,5,0,5,0.15,185.55,3,Northgate,Chicago,Midwest,1,Allison Hill,Cashier,Gift Card,217.0,Ashley Barton
215,2024-01-16,00:00:00,45,Chocolate,Snacks,34.61,2,0,2,0.09,69.22,1,Downtown,New York,East,18,Daniel Hahn,Stocker,Debit Card,394.0,Lindsay Martinez
216,2024-04-07,00:00:00,18,Potatoes,Produce,31.88,8,0,8,0.18,255.04,4,Southcenter,Houston,South,12,David Garcia,Cashier,Mobile Payment,494.0,Dr. Hannah Patterson
217,2024-02-15,00:00:00,18,Potatoes,Produce,37.71,9,0,9,0.03,339.39,3,Northgate,Chicago,Midwest,4,Cristian Santos,Sales Associate,Credit Card,,
218,2024-05-19,00:00:00,3,Yogurt,Dairy,25.09,7,0,7,0.16,175.63,3,Northgate,Chicago,Midwest,15,Nicholas Martin,Sales Associate,Credit Card,80.0,Jonathan Peterson
219,2024-01-09,00:00:00,36,Tea,Beverages,9.25,7,0,7,0.19,64.75,2,Westside,Los Angeles,West,4,Cristian Santos,Sales Associate,Cash,35.0,Samantha Garcia
220,2024-04-24,00:00:00,13,Apples,Produce,4.03,10,0,10,0.17,40.3,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Credit Card,,
221,2024-05-18,00:00:00,52,Fruit,Canned Goods,28.84,4,0,4,0.16,115.36,4,Southcenter,Houston,South,8,Lindsey Roman,Stocker,Credit Card,149.0,Madison Poole
222,2024-05-27,00:00:00,30,Crab,Seafood,35.53,10,0,10,0.16,355.3,5,Eastville,Miami,Southeast,11,Amber Perez,Assistant Manager,Credit Card,74.0,Jessica Gross
223,2024-03-17,00:00:00,67,Razors,Personal Care,5.25,5,0,5,0.19,26.25,2,Westside,Los Angeles,West,14,Timothy Wong,Cashier,Credit Card,219.0,Debra Morton
224,2024-04-07,00:00:00,64,Toothpaste,Personal Care,25.24,9,0,9,0.08,227.16,1,Downtown,New York,East,12,David Garcia,Cashier,Credit Card,95.0,Karen Graham
225,2024-03-17,00:00:00,61,Soap,Household,34.64,3,0,3,0.18,103.92,2,Westside,Los Angeles,West,8,Lindsey Roman,Stocker,Gift Card,214.0,Debra Christian
226,2024-03-06,00:00:00,18,Potatoes,Produce,38.1,4,0,4,0.02,152.4,4,Southcenter,Houston,South,8,Lindsey Roman,Stocker,Mobile Payment,,
227,2024-01-14,00:00:00,12,Pastries,Bakery,6.27,5,0,5,0.12,31.35,5,Eastville,Miami,Southeast,7,Gabrielle Davis,Cashier,Cash,,
228,2024-02-25,00:00:00,25,Sausages,Meat,25.3,8,0,8,0.18,202.4,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Debit Card,,
229,2024-01-31,00:00:00,2,Cheese,Dairy,18.54,8,0,8,0.14,148.32,2,Westside,Los Angeles,West,7,Gabrielle Davis,Cashier,Credit Card,123.0,Angelica Keith
230,2024-04-29,00:00:00,42,Popcorn,Snacks,19.34,9,0,9,0.06,174.06,3,Northgate,Chicago,Midwest,13,Holly Wood,Cashier,Debit Card,255.0,John Bishop
231,2024-03-22,00:00:00,60,Detergent,Household,40.17,4,0,4,0.08,160.68,1,Downtown,New York,East,16,Margaret Hawkins DDS,Sales Associate,Gift Card,,
232,2024-05-21,00:00:00,19,Onions,Produce,39.48,10,0,10,0.08,394.8,1,Downtown,New York,East,9,Valerie Gray,Cashier,Credit Card,118.0,Allen Rosales
233,2024-05-07,00:00:00,49,Tuna,Canned Goods,16.94,9,0,9,0.14,152.46,5,Eastville,Miami,Southeast,8,Lindsey Roman,Stocker,Debit Card,,
234,2024-02-13,00:00:00,63,Shampoo,Personal Care,16.62,6,0,6,0.14,99.72,4,Southcenter,Houston,South,15,Nicholas Martin,Sales Associate,Mobile Payment,456.0,Daniel Salinas
235,2024-01-20,00:00:00,8,Bagels,Bakery,5.53,1,0,1,0.08,5.53,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Credit Card,78.0,Spencer Haynes
236,2024-04-26,00:00:00,2,Cheese,Dairy,18.76,6,0,6,0.13,112.56,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Gift Card,,
237,2024-05-16,00:00:00,63,Shampoo,Personal Care,19.32,9,0,9,0.0,173.88,1,Downtown,New York,East,1,Allison Hill,Cashier,Debit Card,147.0,Adam Vaughan
238,2024-02-15,00:00:00,3,Yogurt,Dairy,26.88,2,0,2,0.1,53.76,5,Eastville,Miami,Southeast,14,Timothy Wong,Cashier,Credit Card,270.0,Nathan Freeman
239,2024-04-11,00:00:00,33,Soda,Beverages,12.99,2,0,2,0.08,25.98,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Gift Card,357.0,Melissa Brewer
240,2024-01-09,00:00:00,29,Cod,Seafood,10.82,2,0,2,0.08,21.64,3,Northgate,Chicago,Midwest,3,Allen Robinson,Manager,Mobile Payment,5.0,Ricky Davis II
241,2024-04-21,00:00:00,22,Pork,Meat,7.45,6,0,6,0.17,44.7,1,Downtown,New York,East,16,Margaret Hawkins DDS,Sales Associate,Cash,,
242,2024-05-25,00:00:00,6,Eggs,Dairy,11.99,8,0,8,0.18,95.92,2,Westside,Los Angeles,West,7,Gabrielle Davis,Cashier,Debit Card,,
243,2024-01-05,00:00:00,5,Cream,Dairy,29.93,4,0,4,0.15,119.72,2,Westside,Los Angeles,West,11,Amber Perez,Assistant Manager,Mobile Payment,,
244,2024-03-02,00:00:00,39,Wine,Beverages,12.03,10,0,10,0.08,120.3,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Gift Card,387.0,Elizabeth Perkins
245,2024-03-29,00:00:00,18,Potatoes,Produce,36.94,1,0,1,0.05,36.94,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Cash,394.0,Joseph Coleman
246,2024-03-10,00:00:00,51,Tomatoes,Canned Goods,40.16,8,0,8,0.07,321.28,3,Northgate,Chicago,Midwest,1,Allison Hill,Cashier,Mobile Payment,349.0,Erin Warner
247,2024-03-16,00:00:00,49,Tuna,Canned Goods,19.31,4,0,4,0.02,77.24,1,Downtown,New York,East,20,Derek Wright,Stocker,Credit Card,402.0,David Martinez
248,2024-04-02,00:00:00,20,Chicken,Meat,15.9,2,0,2,0.19,31.8,4,Southcenter,Houston,South,11,Amber Perez,Assistant Manager,Mobile Payment,139.0,Bryan Herrera
249,2024-02-17,00:00:00,14,Bananas,Produce,37.06,7,0,7,0.11,259.42,2,Westside,Los Angeles,West,3,Allen Robinson,Manager,Mobile Payment,46.0,Cathy Robinson
250,2024-03-24,00:00:00,46,Candy,Snacks,7.81,7,4,3,0.08,23.43,5,Eastville,Miami,Southeast,3,Allen Robinson,Manager,Cash,,
251,2024-02-13,00:00:00,32,Water,Beverages,38.43,7,0,7,0.05,269.01,5,Eastville,Miami,Southeast,17,Crystal Johnson,Stocker,Debit Card,33.0,Dr. William Warren
252,2024-04-17,00:00:00,22,Pork,Meat,8.79,5,0,5,0.02,43.95,4,Southcenter,Houston,South,9,Valerie Gray,Cashier,Debit Card,,
253,2024-02-20,00:00:00,64,Toothpaste,Personal Care,25.78,8,0,8,0.06,206.24,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Mobile Payment,318.0,Brian Lee
254,2024-03-26,00:00:00,49,Tuna,Canned Goods,16.35,7,0,7,0.17,114.45,3,Northgate,Chicago,Midwest,15,Nicholas Martin,Sales Associate,Gift Card,165.0,Christopher Smith
255,2024-02-15,00:00:00,26,Salmon,Seafood,25.54,7,0,7,0.06,178.78,4,Southcenter,Houston,South,11,Amber Perez,Assistant Manager,Mobile Payment,,
256,2024-03-12,00:00:00,32,Water,Beverages,32.76,7,0,7,0.19,229.32,3,Northgate,Chicago,Midwest,13,Holly Wood,Cashier,Credit Card,280.0,Denise Mccann
257,2024-04-28,00:00:00,24,Lamb,Meat,33.27,4,0,4,0.06,133.08,5,Eastville,Miami,Southeast,1,Allison Hill,Cashier,Cash,,
258,2024-03-18,00:00:00,53,Pizza,Frozen Foods,33.37,4,0,4,0.03,133.48,4,Southcenter,Houston,South,5,Kevin Pacheco,Sales Associate,Mobile Payment,,
259,2024-05-02,00:00:00,10,Cookies,Bakery,27.52,10,0,10,0.1,275.2,4,Southcenter,Houston,South,20,Derek Wright,Stocker,Mobile Payment,405.0,Melissa Martinez
260,2024-01-22,00:00:00,47,Soup,Canned Goods,34.63,2,0,2,0.13,69.26,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Debit Card,314.0,Katherine Salas
261,2024-03-25,00:00:00,6,Eggs,Dairy,14.33,7,0,7,0.02,100.31,5,Eastville,Miami,Southeast,13,Holly Wood,Cashier,Credit Card,266.0,Julie Alexander
262,2024-04-10,00:00:00,29,Cod,Seafood,10.35,8,0,8,0.12,82.8,4,Southcenter,Houston,South,12,David Garcia,Cashier,Gift Card,13.0,Anthony Everett
263,2024-04-16,00:00:00,62,Cleaning Supplies,Household,24.98,2,0,2,0.19,49.96,1,Downtown,New York,East,10,Lisa Hensley,Stocker,Credit Card,176.0,Rodney Morales
264,2024-05-03,00:00:00,59,Toilet Paper,Household,23.55,6,0,6,0.09,141.3,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Mobile Payment,154.0,Mark Brown
265,2024-03-28,00:00:00,6,Eggs,Dairy,14.18,2,0,2,0.03,28.36,1,Downtown,New York,East,1,Allison Hill,Cashier,Credit Card,283.0,Justin Torres
266,2024-04-19,00:00:00,21,Beef,Meat,29.58,8,0,8,0.08,236.64,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Credit Card,337.0,Bailey Duran DDS
267,2024-02-20,00:00:00,56,Meals,Frozen Foods,8.05,8,0,8,0.08,64.4,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Credit Card,386.0,Courtney Mills
268,2024-05-17,00:00:00,9,Muffins,Bakery,5.51,3,0,3,0.04,16.53,5,Eastville,Miami,Southeast,4,Cristian Santos,Sales Associate,Cash,442.0,Jeremy Dalton
269,2024-04-09,00:00:00,63,Shampoo,Personal Care,18.93,10,0,10,0.02,189.3,5,Eastville,Miami,Southeast,11,Amber Perez,Assistant Manager,Debit Card,,
270,2024-01-22,00:00:00,23,Turkey,Meat,10.71,3,0,3,0.05,32.13,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Cash,356.0,Elizabeth Oliver DDS
271,2024-04-17,00:00:00,19,Onions,Produce,39.48,10,0,10,0.08,394.8,5,Eastville,Miami,Southeast,13,Holly Wood,Cashier,Credit Card,276.0,Theresa Clark
272,2024-05-05,00:00:00,23,Turkey,Meat,10.59,5,0,5,0.06,52.95,5,Eastville,Miami,Southeast,6,Melissa Peterson,Sales Associate,Mobile Payment,444.0,Matthew Moore
273,2024-02-04,00:00:00,46,Candy,Snacks,6.88,4,0,4,0.19,27.52,1,Downtown,New York,East,16,Margaret Hawkins DDS,Sales Associate,Gift Card,210.0,Benjamin Smith
274,2024-05-05,00:00:00,63,Shampoo,Personal Care,19.13,3,0,3,0.01,57.39,4,Southcenter,Houston,South,15,Nicholas Martin,Sales Associate,Credit Card,141.0,Kirk Carter
275,2024-02-13,00:00:00,29,Cod,Seafood,10.0,8,0,8,0.15,80.0,5,Eastville,Miami,Southeast,10,Lisa Hensley,Stocker,Mobile Payment,58.0,Michael Warner
276,2024-04-03,00:00:00,15,Oranges,Produce,43.95,9,0,9,0.01,395.55,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Mobile Payment,218.0,Michael Bradshaw
277,2024-01-09,00:00:00,14,Bananas,Produce,34.56,8,0,8,0.17,276.48,2,Westside,Los Angeles,West,10,Lisa Hensley,Stocker,Cash,61.0,Lori Guerrero
278,2024-03-30,00:00:00,31,Mussels,Seafood,11.85,10,0,10,0.03,118.5,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Credit Card,,
279,2024-03-30,00:00:00,27,Tuna,Seafood,8.02,9,0,9,0.11,72.18,1,Downtown,New York,East,19,Matthew Foster,Cashier,Debit Card,,
280,2024-03-09,00:00:00,38,Beer,Beverages,6.88,9,0,9,0.14,61.92,3,Northgate,Chicago,Midwest,19,Matthew Foster,Cashier,Cash,385.0,Jessica Stephens
281,2024-02-02,00:00:00,53,Pizza,Frozen Foods,29.58,3,0,3,0.14,88.74,1,Downtown,New York,East,9,Valerie Gray,Cashier,Credit Card,,
282,2024-05-27,00:00:00,51,Tomatoes,Canned Goods,39.73,5,0,5,0.08,198.65,4,Southcenter,Houston,South,5,Kevin Pacheco,Sales Associate,Cash,451.0,Susan Serrano
283,2024-03-12,00:00:00,12,Pastries,Bakery,6.41,6,0,6,0.1,38.46,4,Southcenter,Houston,South,17,Crystal Johnson,Stocker,Gift Card,397.0,Christopher Parker
284,2024-01-17,00:00:00,12,Pastries,Bakery,5.77,9,0,9,0.19,51.93,4,Southcenter,Houston,South,12,David Garcia,Cashier,Credit Card,166.0,Laura Roberts
285,2024-05-27,00:00:00,37,Energy Drinks,Beverages,18.35,3,0,3,0.1,55.05,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Debit Card,,
286,2024-04-27,00:00:00,7,Bread,Bakery,39.76,1,0,1,0.17,39.76,1,Downtown,New York,East,4,Cristian Santos,Sales Associate,Mobile Payment,491.0,Michael Lyons
287,2024-03-18,00:00:00,55,Vegetables,Frozen Foods,5.31,3,0,3,0.18,15.93,2,Westside,Los Angeles,West,5,Kevin Pacheco,Sales Associate,Cash,129.0,Kathryn Snyder
288,2024-01-14,00:00:00,11,Cake,Bakery,31.25,7,0,7,0.15,218.75,3,Northgate,Chicago,Midwest,6,Melissa Peterson,Sales Associate,Credit Card,47.0,Andrew Reynolds
289,2024-05-02,00:00:00,13,Apples,Produce,4.62,2,0,2,0.05,9.24,1,Downtown,New York,East,7,Gabrielle Davis,Cashier,Mobile Payment,357.0,David Davis
290,2024-02-03,00:00:00,44,Crackers,Snacks,23.89,8,0,8,0.08,191.12,1,Downtown,New York,East,14,Timothy Wong,Cashier,Cash,189.0,Sara Johnston
291,2024-02-04,00:00:00,39,Wine,Beverages,11.64,3,0,3,0.11,34.92,2,Westside,Los Angeles,West,13,Holly Wood,Cashier,Gift Card,226.0,Yvonne Chambers
292,2024-04-15,00:00:00,45,Chocolate,Snacks,31.56,10,0,10,0.17,315.6,2,Westside,Los Angeles,West,5,Kevin Pacheco,Sales Associate,Cash,,
293,2024-04-08,00:00:00,18,Potatoes,Produce,36.55,6,0,6,0.06,219.3,1,Downtown,New York,East,19,Matthew Foster,Cashier,Credit Card,331.0,Andrew Avila
294,2024-03-13,00:00:00,11,Cake,Bakery,31.98,1,0,1,0.13,31.98,2,Westside,Los Angeles,West,18,Daniel Hahn,Stocker,Debit Card,311.0,Matthew Moon
295,2024-03-16,00:00:00,66,Lotion,Personal Care,14.18,1,0,1,0.16,14.18,2,Westside,Los Angeles,West,13,Holly Wood,Cashier,Credit Card,58.0,Kevin Walters
296,2024-01-19,00:00:00,31,Mussels,Seafood,12.22,9,0,9,0.0,109.98,4,Southcenter,Houston,South,20,Derek Wright,Stocker,Debit Card,,
297,2024-04-17,00:00:00,17,Lettuce,Produce,3.15,6,0,6,0.03,18.9,4,Southcenter,Houston,South,19,Matthew Foster,Cashier,Mobile Payment,,
298,2024-01-18,00:00:00,10,Cookies,Bakery,30.27,1,0,1,0.01,30.27,1,Downtown,New York,East,19,Matthew Foster,Cashier,Cash,,
299,2024-05-08,00:00:00,51,Tomatoes,Canned Goods,39.73,7,0,7,0.08,278.11,5,Eastville,Miami,Southeast,10,Lisa Hensley,Stocker,Gift Card,79.0,Brandon Bailey MD
300,2024-01-21,00:00:00,36,Tea,Beverages,9.25,9,0,9,0.19,83.25,1,Downtown,New York,East,10,Lisa Hensley,Stocker,Credit Card,201.0,Shannon Rivera
